ds,Primary Sales,Sales Return,Breakage,Against Expiry
2024-06-28,4190.42790512253,-48.627265249562406,3.8063332992285956,-34.8771783525085
2024-06-29,5334.495882018267,-9.20864393776403,12.20304052970853,-21.374534788859915
2024-06-30,2008.2768992408865,-4.358658773327363,1.6301839020597786,2.541046366129976
2024-07-02,4004.746622044098,-70.83705082976009,4.765541607293219,-21.938408923456237
2024-07-03,3798.916920311059,-31.845027856325785,0.8767187403269916,-18.468898711507663
2024-07-04,3469.440642016734,-39.85917166034829,-6.636515573056785,-24.444342780926835
2024-07-05,3621.3097672930403,-28.542087973982024,2.398351762523624,19.4408448022144
2024-07-06,4012.8724715339963,18.907319847739426,9.15862959895134,54.880819056447365
2024-07-08,3233.811878790453,-100.60059637832308,6.171181932937979,61.41038558976083
2024-07-09,2683.1232115699595,-42.7210870446946,1.7211306765770737,54.31694492183754
2024-07-10,2472.766790285634,-13.80426906568264,-4.033579587571845,15.385438835483747
2024-07-11,2138.7637924661267,-31.893617864839776,-13.412701298042753,-32.99102153231009
2024-07-12,2286.1061982086135,-30.65173917339143,-6.243721359571645,-31.506850247482248
2024-07-13,2673.142182908313,6.722463653480524,-1.3493309202948751,-38.46789229159662
2024-07-15,1885.0281510894338,-132.93586256226865,-8.06855338058236,-116.74035835494396
2024-07-16,1329.812764337618,-85.13155822367548,-14.384492034052794,-166.23481532127536
2024-07-17,1119.4563430564187,-56.21474024477715,-20.13920229819423,-205.16632140764574
2024-07-18,898.8797051442593,-53.72646559007846,-26.952881135759696,-211.55182238312165
2024-07-19,1159.6484708008943,-31.906963444810028,-17.218458324366715,-168.07669170602006
2024-07-20,1660.110815429513,26.044862835417373,-9.758625012126732,-133.04677435797407
2024-07-22,1098.8495034367202,-72.4582164728109,-11.346961726567214,-127.33732163671996
2024-07-23,1211.228692983026,-11.264522592524827,-11.893196155521919,-102.63067694556194
2024-07-24,1668.466848006341,31.041684927848017,-11.878202195134536,-67.36108137449907
2024-07-25,2002.0584264787549,26.341725670428243,-15.487619681101267,-41.53644008476254
2024-07-26,2816.9954085291224,40.97299390319326,-2.5489355181067865,34.14883285739513
2024-07-27,3962.7318156020615,77.1806258125398,5.53417764564358,51.4170836309991
2024-07-29,4692.018628508275,-64.81084223806866,5.1924006341880045,21.603203203008256
2024-07-30,4895.503664113106,-18.173108816698925,2.065184705118933,-3.6619609455806
2024-07-31,5443.847665197983,9.577138244596709,-0.5008028345739448,-18.364174214225308
2024-08-01,4815.826746776741,-28.49106599767966,-9.762426333356006,-44.03085857925632
2024-08-02,4669.151231911458,-47.22804274922061,-2.475948183233646,-19.836911291750397
2024-08-03,4762.169296025633,-29.832695365658616,2.535940467814477,-4.088177333085618
2024-08-05,3386.019423016299,-209.4487324678019,-3.948285569034673,-36.9410913909647
2024-08-06,2536.7861156524423,-181.62328357195773,-10.14672601082554,-63.725772354396916
2024-08-07,2032.4117737777315,-172.68532103642477,-15.78393806322693,-79.94750243798461
2024-08-08,1404.3908553543329,-210.75352527866485,-25.04556156201238,-105.6141868029962
2024-08-09,1660.675039801844,-199.8931112670275,-15.521764099582985,-86.25073940498183
2024-08-10,2156.6528032147608,-152.90037312008306,-8.272556136293534,-75.33250533582486
2024-08-12,1586.4223288019302,-273.32162869539184,-10.282143548632302,-117.84641917255841
2024-08-13,1140.1487207600317,-215.8987890364841,-14.243264678129728,-149.46160002572827
2024-08-14,1038.734078187204,-177.36343573767408,-17.643157418269382,-170.5138299987939
2024-08-16,1085.3285310550611,-128.2755723287859,-13.897030188816625,-169.13472713162312
2024-08-17,1588.992038240548,-57.93370274347475,-6.024505248708176,-151.9600732004624
2024-08-19,1034.133051379057,-131.65669544267448,-6.787458707435017,-181.9611473134505
2024-08-20,595.5451871059942,-50.88472434549957,-10.125262860151496,-207.31990830471085
2024-08-21,762.7518253360159,-23.424971943170743,-12.12704703189474,-157.2110449352602
2024-08-22,806.3118870160909,-42.971386318430675,-17.753242650012155,-116.54713584721407
2024-08-23,1331.2173522604776,-43.18657320331623,-6.831336619223241,-26.02259510673478
2024-08-24,2095.8163964769865,-7.269435952689669,1.8159799125070668,56.05673230510624
2024-08-26,2147.493607532386,-212.46186141826507,0.03309310569608126,-1.4279998190251533
2024-08-27,2012.1738422152457,-197.42460670450262,-3.8146777210439424,-40.52858981572767
2024-08-28,2221.713042378637,-201.27483835066417,-7.101220158428814,-69.06622893253252
2024-08-29,2307.6056659870355,-252.13123677457995,-14.012174042180268,-107.04882233063907
2024-08-30,2649.3389496891127,-236.47136290580275,-4.583672172281607,-73.1419412862645
2024-08-31,3230.7658123635483,-184.67916490160633,2.570240198545462,-47.68027357058051
2024-09-02,2831.4335364868202,-295.5015007629149,0.3700616012579898,-61.10732011465488
2024-09-03,2470.6090276978202,-233.27920124685338,-3.6863551207345546,-78.17906732127067
2024-09-04,2454.6434843817206,-189.9443880906836,-7.181543453399421,-84.6878636479707
2024-09-05,2315.0313645314513,-193.61574171260725,-14.301143232359559,-100.64161425605451
2024-09-06,2656.7646482358396,-177.9558678438309,-4.87264136244313,-66.73473321165106
2024-09-07,3238.191510912379,-126.16366983972499,2.281271008370851,-41.27306549607434
2024-09-09,2838.859235029692,-236.9860057009161,0.08109241107404586,-54.700112040077144
2024-09-10,2478.034726241169,-174.76370618478464,-3.975324310922398,-71.77185924670385
2024-09-11,2462.0691829282027,-131.42889302872857,-7.470512643580043,-78.2806555734206
2024-09-12,2322.457063072001,-135.1002466504786,-14.590112422555737,-94.23440618148618
2024-09-13,2664.190346782567,-119.44037278185907,-5.161610552604653,-60.32752513703761
2024-09-14,3245.617209453987,-67.64817477768563,1.9923018181854486,-34.86585742146551
2024-09-16,2846.284933572564,-178.47051063891743,-0.20787677910989988,-48.29290396549944
2024-09-17,2485.4604247793977,-116.24821112263999,-4.264293501120954,-65.364651172095
2024-09-18,2469.49488147233,-72.91339796673181,-7.759481833737588,-71.87344749878258
2024-09-19,2329.8827616098115,-76.58475158836954,-14.879081612759094,-87.82719810688377
2024-09-20,2671.616045323899,-60.924877719759564,-5.450579742790242,-53.92031706242526
2024-09-21,3253.042907995595,-9.132679715646269,1.703332628000049,-28.458649346856664
2024-09-23,2853.7106321083816,-119.95501557671122,-0.49684596931527025,-41.88569589082456
2024-09-24,2492.8861233176267,-57.732716060495136,-4.553262691319509,-58.95744309748618
2024-09-25,2476.9205800123045,-14.397902904659295,-8.048451023937512,-65.46623942419929
2024-09-26,2337.3084601608325,-18.069256526533234,-15.168050802914316,-81.41999003231703
2024-09-27,2679.0417438652307,-2.40938265765986,-5.73954893297583,-47.5131089878129
2024-09-28,3260.468606534087,49.382815346486964,1.41436343779535,-22.05144127226763
2024-09-30,2861.136330653973,-61.43952051473161,-0.7858151594992124,-35.47848781628934
2024-10-01,2500.3118218609757,0.7827790015738039,-4.842231881507355,-52.55023502291931
2024-10-02,2484.3462785522797,44.117592157413405,-8.337420214137433,-59.05903134961596
2024-10-03,2344.734158698643,40.446238535575816,-15.457019993117672,-75.0127819577146
2024-10-04,2686.4674424046348,56.10611240422773,-6.02851812320396,-41.105900913348805
2024-10-05,3267.894305072579,107.89831040862042,1.1253942475906502,-15.644233197678567
2024-10-06,131.53948073604852,117.09108575493707,-9.053827845651613,-1.7069585813891877
2024-10-07,2868.562029194126,-2.924025452713792,-1.0747843496831582,-29.07127974166913
2024-10-08,2507.737520404324,59.298274063642545,-5.131201071695201,-46.14302694835249
2024-10-09,2491.7719770964068,102.63308721941041,-8.62638940429498,-52.65182327497794
2024-10-10,2352.1598572430585,98.9617335975485,-15.74598918329696,-68.60557388313
2024-10-11,2693.8931409513625,114.62160746619956,-6.317487313365483,-34.698692838735376
2024-10-12,3275.3200036245257,166.41380547040768,0.8364250574353376,-9.237025123152609
2024-10-13,138.96517927796776,175.60658081690957,-9.342797035844466,4.700249493176983
2024-10-14,2875.987727739717,55.591469609266014,-1.3637535398671021,-22.664071667133914
2024-10-15,2515.163218947821,117.81376912541357,-5.420170261869558,-39.73581887373451
2024-10-16,2499.197675636382,161.14858228148293,-8.9153585944949,-46.244615200394634
2024-10-17,2359.585555780869,157.47722865965756,-16.034958373500316,-62.19836580852758
2024-10-18,2701.3188394872996,173.13710252842694,-6.606456503575137,-28.291484764124096
2024-10-19,3282.7457021692503,224.92930053235315,0.5474558672692353,-2.829817048524017
2024-10-20,146.3908778212126,234.12207587926176,-9.63176622602311,11.107457567807266
2024-10-21,2883.4134262825887,114.10696467126473,-1.652722730051046,-16.256863592556186
2024-10-22,2522.58891749117,176.32926418748232,-5.709139452057404,-33.32861079916766
2024-10-23,2506.6233741828637,219.66407734343773,-9.204327784675526,-39.83740712584452
2024-10-24,2367.011254325285,215.99272372163023,-16.323927563679604,-55.79115773394303
2024-10-25,2708.7445380340264,231.65259759039878,-6.89542569373666,-21.884276689510642
2024-10-26,3290.171400707742,283.4447955944866,0.25848667706453554,3.5773910260650403
2024-10-27,153.8165763631314,292.63757094123446,-9.920735416215964,17.514665642373462
2024-10-28,2890.83912482818,172.62245973324434,-1.941691920234991,-9.849655518020949
2024-10-29,2530.0146160345184,234.84475924955103,-5.998108642245247,-26.921402724600867
2024-10-30,2514.0490727163315,278.1795724056281,-9.493296974894747,-33.430199051227994
2024-10-31,2374.4369528658344,274.5082187837587,-16.612896753875784,-49.38394965937475
2024-11-01,2716.170236575358,290.1680926524983,-7.184394883922248,-15.477068614898277
2024-11-02,3297.5970992462335,341.96029065661986,-0.03048251314016337,9.984599100654094
2024-11-03,161.24227490527164,351.15306600316546,-10.209704606398105,23.921873716974183
2024-11-04,2898.2648233710524,231.13795479524305,-2.230661110418935,-3.4424474434432213
2024-11-05,2537.4403145728947,293.3602543113982,-6.28707783243032,-20.514194649940826
2024-11-06,2521.474771262814,336.69506746758293,-9.78226616507537,-27.02299097667788
2024-11-07,2381.8626514102502,333.0237138457314,-16.90186594405507,-42.976741584790155
2024-11-08,2723.595935114763,348.68358771438625,-7.4733640741503775,-9.069860540434185
2024-11-09,3305.0227977878412,400.47578571865915,-0.31945170332556305,16.391807175262937
2024-11-10,168.66797344697034,409.66856106517946,-10.498673796601667,30.329081791505807
2024-11-11,2905.69052190687,289.653449857449,-2.5196303006243053,2.964760631231628
2024-11-12,2544.866013121364,351.8757493733912,-6.576047022607453,-14.106986575416
2024-11-13,2528.900469809296,395.2105625295377,-10.071235355255991,-20.615782902127812
2024-11-14,2389.288349948061,391.5392089078404,-17.19083513425843,-36.56953351018774
2024-11-15,2731.0216336560943,407.1990827764858,-7.762333264335966,-2.662652465821819
2024-11-16,3312.448496333556,458.9912807806338,-0.6084208935194706,22.79901524974925
2024-11-17,176.09367198911013,468.1840561271107,-10.787642986783808,36.73628986610656
2024-11-18,2913.116220449742,348.168944919448,-2.8085994908082483,9.371968705809358
2024-11-19,2552.291711659593,410.39124443553567,-6.865016212806008,-7.699778500807148
2024-11-20,2536.326168349271,453.72605759161047,-10.360204545455916,-14.208574827544489
2024-11-21,2396.714048499082,450.0547039696767,-17.479804324413653,-30.162325435621003
2024-11-22,2738.447332197426,465.71457783858546,-8.051302454521553,3.7445556087905447
2024-11-23,3319.8741948782804,517.5067758425795,-0.8973900836855702,29.20622332437788
2024-11-24,183.51937053124993,526.6995511890415,-11.076612176965952,43.14349794070732
2024-11-25,2920.541918992614,406.68443998144687,-3.097568680992193,15.779176780387088
2024-11-26,2559.7174102029417,468.90673949760463,-7.153985402993855,-1.2925704262403475
2024-11-27,2543.751866899905,512.2415526534895,-10.649173735594161,-7.801366752939655
2024-11-28,2404.139747036892,508.5701990317858,-17.768773514617003,-23.75511736101859
2024-11-29,2745.873030738758,524.2300729006847,-8.340271644707144,10.151763683402908
2024-11-30,3327.2998934167717,576.022270904713,-1.1863592738902717,35.61343139896694
